,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
13266,6762817481,42705,4,1.75,7.762596048540069,8.732465848349879,1.5,0,0,4,7,7.252053951852814,6.846943139585379,1946,0,122009,52.789,-114.587,7.496097345175956,8.724369949208368,1,75,13.22672519452875
13267,6762817660,42705,3,2.0,7.409136443920128,8.282230063296685,2.0,0,0,3,7,7.409136443920128,0.0,1950,0,122028,52.9027,-114.52,7.099201743553092,8.4252971767117,3,75,13.217675375388819
13268,6762817738,42705,4,2.5,7.908754738783246,9.510519035757246,1.0,0,0,3,8,7.32052696227274,7.099201743553092,1969,0,122030,52.8491,-114.335,7.828436359157585,9.421492310438014,3,67,13.217584462330732
13270,6762818063,42705,3,3.5,7.8713112033234065,9.224046019032295,2.0,0,0,3,8,7.58629630715272,6.478509642208569,1992,0,122052,52.7279,-114.561,7.581209826196346,8.946505025998682,3,69,13.195615697878253
13271,6762818157,42705,2,2.0,7.223295679562314,8.250097752572845,1.0,0,0,3,7,6.928537818164665,5.860786223465865,1952,0,122032,52.882,-114.594,7.346655163176539,8.537583881063972,2,68,13.190023895035274
13272,6762818360,42705,3,2.75,7.6783263565068856,8.315566483564277,1.0,0,0,3,7,7.2305631534092925,6.660575149839686,1987,0,122064,52.7652,-114.57,7.170888478512505,8.314097335405807,3,71,13.176853456625999
13274,6762818711,42705,3,3.0,7.754052639035757,8.8963143241848,1.0,0,0,3,9,7.170888478512505,6.93828448401696,1971,0,122049,52.8282,-114.362,7.754052639035757,9.161045080251306,3,61,13.153863982446317
13276,6762818974,42705,2,1.0,6.966967138613983,8.185628891147607,1.0,0,0,4,7,6.8679744089702925,4.61512051684126,1926,0,122026,52.9021,-114.585,7.359467638255621,8.227375506834035,2,77,13.134293924552235
13278,6762819996,42705,3,2.5,7.2868764117507,8.509564164251746,1.0,0,0,4,8,7.048386408721883,5.739792912179234,1988,0,122010,52.9255,-114.373,7.346655163176539,8.60337088765729,3,55,13.07107218827772
13279,6762819997,42705,4,2.5,7.714677473800927,8.888204871455022,1.0,0,0,4,7,7.039660349862076,7.00397413672268,1972,0,122033,52.9461,-114.36,7.462214939768189,8.902591637374087,1,65,13.07107218827772
13280,6762820253,42705,4,2.25,7.682943169878292,8.993551586299981,1.0,0,0,3,7,7.107425474110705,6.85751406254539,1976,0,122021,52.9654,-114.364,7.507141079727608,8.94910546953925,3,52,13.051943059028227
13281,6762820314,42705,3,2.5,7.280008252884188,8.551787836180736,1.0,0,0,3,8,6.93828448401696,6.042632833682381,1995,0,122038,52.9382,-114.528,7.462214939768189,9.132486932771318,2,67,13.049794835104816
13282,6762820869,42705,3,2.0,7.048386408721883,8.412054873292933,1.5,0,0,3,7,7.048386408721883,0.0,1917,1991,122028,52.9285,-114.538,7.115582126184454,8.594339400592892,1,57,13.017005083966255
13284,6762820871,42705,2,1.0,6.85751406254539,8.4252971767117,1.5,0,0,3,7,6.85751406254539,0.0,1925,0,122047,52.8588,-114.49,7.621195162809845,8.4252971767117,3,79,13.017005083966255
13285,6762821027,42705,5,2.5,7.719129840906732,8.980423936374544,1.0,0,0,4,7,7.215975002651466,6.792344427470809,1977,0,122033,52.9616,-114.411,7.507141079727608,8.970432074329242,2,51,13.010204247900228
13289,6762821432,42705,4,2.5,7.822444729489319,8.657302899400882,2.0,0,0,3,7,7.822444729489319,0.0,2002,0,122055,52.9543,-114.147,7.820439515262181,8.748463629942055,1,75,12.985399815906522
13290,6762821583,42705,6,2.0,8.033009498596668,8.612685172875459,2.0,0,0,1,7,8.033009498596668,0.0,1900,0,122044,52.8331,-114.486,7.5126175446745105,8.517393171418904,2,74,12.977339917490127
13291,6762821919,42705,3,2.5,7.396948602621014,9.283869605264298,1.0,0,0,3,7,7.396948602621014,0.0,1994,0,122017,52.9808,-114.365,7.479299637782834,9.283869605264298,3,62,12.959846800844963
13292,6762822107,42705,2,1.0,7.650168700845001,8.407601514786142,1.0,0,0,5,7,7.244941546337007,6.55250788703459,1908,0,122064,52.804,-114.562,7.359467638255621,8.38958706681109,3,77,12.948012371209098
13293,6762822108,42705,3,3.5,7.550135342488429,7.665753431861699,2.0,0,0,3,8,7.327123292259293,5.942799375126701,2009,0,122064,52.7975,-114.559,7.333676395657684,8.09101504171053,2,71,12.948012371209098
13294,6762822507,42705,3,1.5,7.7279755421055585,9.01042494678118,1.0,0,0,4,8,7.259116128097101,6.7464121285733745,1954,0,122014,52.9873,-114.468,7.611347717403621,9.553433499191511,3,60,12.923914877701906
13295,6762822508,42705,3,3.25,7.8826922062890254,8.964439833539357,1.0,0,2,4,8,7.473637108496206,6.792344427470809,1956,0,122053,52.7121,-114.382,7.783640596221253,8.952605375892354,1,51,12.923914877701906
13296,6762822709,42705,3,1.75,7.450660796211539,8.882252884889363,1.0,0,0,3,7,7.450660796211539,0.0,1995,0,122053,52.7344,-114.38,7.450660796211539,8.939318740417509,1,74,12.90917263218775
13297,6762822726,42705,2,1.0,6.580639137284949,8.08825472712243,1.0,0,0,4,6,6.580639137284949,0.0,1905,0,122028,52.9123,-114.538,7.266128779556451,8.061802274538348,2,64,12.90669432231532
13298,6762822887,42705,3,1.75,7.560601162768557,9.116359308505288,1.0,0,0,3,7,7.560601162768557,0.0,1968,0,122021,52.9787,-114.272,7.560601162768557,9.186150133174966,2,78,12.899222326086994
13299,6762823009,42705,3,1.0,7.2868764117507,9.022925868116218,1.0,0,0,3,8,7.2868764117507,0.0,1959,0,122022,52.9546,-114.49,7.293697720601438,9.022925868116218,2,57,12.896719202134523
13300,6762823308,42705,3,2.5,7.762596048540069,8.537191877922927,2.0,0,0,3,8,7.762596048540069,0.0,2003,0,122024,52.5812,-114.198,7.762596048540069,8.587465244401569,2,50,12.873904582205107
13302,6762823414,42705,4,2.5,8.068089626278244,9.19593714166544,2.0,0,0,3,8,8.068089626278244,0.0,1979,0,122046,52.6745,-114.316,7.72356247227797,8.98682175033189,2,57,12.86747370841737
13303,6762823510,42705,4,2.75,7.993282328101591,9.254835611862735,1.0,0,1,3,8,7.766840537085513,6.398594934535208,1979,0,122043,52.6306,-114.512,7.534228326274089,9.259225769705994,2,52,12.861001210669146
13304,6762823599,42705,4,1.0,7.462214939768189,8.38958706681109,1.5,0,0,3,7,7.462214939768189,0.0,1924,0,122044,52.8358,-114.49,7.372118028337787,8.38958706681109,3,53,12.853178505386333
13308,6762824601,42705,3,1.5,7.372118028337787,8.81744592104187,1.0,0,0,3,7,6.985641817639208,6.236369590203704,1976,0,122033,52.96,-114.381,7.372118028337787,8.909370405197466,1,61,12.785493861878301
13309,6762824690,42705,3,1.75,7.771067086065406,9.18512512283512,1.0,0,0,4,7,7.155396301896734,6.994849985833071,1979,0,122025,52.6759,-113.963,7.115582126184454,9.187685681411377,3,73,12.779875885354993
13310,6762824768,42705,5,2.75,7.664346632098617,8.517393171418904,1.0,0,0,5,7,7.00397413672268,6.93828448401696,1978,0,122051,52.7571,-114.464,7.201170883281678,8.830250570199247,2,72,12.77422616877261
13311,6762824931,42705,4,1.75,7.507141079727608,8.843759381917984,1.0,0,2,4,7,7.186144304522325,6.2166061010848646,1952,0,122063,52.7353,-114.432,7.507141079727608,8.828494129466652,1,53,12.765691290604371
13314,6762825033,42705,2,1.75,7.346655163176539,9.130322663990151,1.0,0,0,3,6,6.878326468291325,6.364750756851911,1969,0,122025,52.7001,-113.934,7.346655163176539,9.292565312231853,2,55,12.765405536311112
13315,6762825255,42705,2,1.0,7.074116816197362,9.133675287040697,1.0,0,0,4,7,6.846943139585379,5.484796933490655,1957,0,122051,52.7792,-114.464,7.438971592395862,8.752423403865594,2,53,12.745488641595722
13316,6762825369,42705,3,2.25,7.550135342488429,9.002824076547672,1.0,0,0,3,7,7.340186835320115,5.8888779583328805,1969,0,122046,52.6864,-114.352,7.300472814267799,9.022201929860664,3,56,12.73670383776449
13317,6762825370,42705,2,1.0,6.7580945044277305,8.86827250899781,1.0,0,0,3,6,6.7580945044277305,0.0,1947,0,122050,52.9342,-114.559,7.280008252884188,8.86827250899781,1,65,12.73670383776449
13318,6762825814,42705,3,2.5,7.771067086065406,9.116359308505288,2.0,0,0,3,9,7.771067086065406,0.0,1990,0,122018,52.5367,-114.584,7.836369760545124,9.1986725671085,3,57,12.706850963741102
13320,6762826303,42705,4,1.0,7.2868764117507,8.881975184248867,1.5,0,0,4,7,7.2868764117507,0.0,1955,0,122014,52.9902,-114.496,7.43307534889858,8.90354343566472,3,76,12.676079399771027
13321,6762827583,42705,2,1.0,6.803505257608338,7.911690520708339,2.0,0,0,3,7,6.803505257608338,0.0,1998,0,122054,52.8177,-114.488,6.803505257608338,7.911690520708339,3,71,12.577639650232573
13322,6762827899,42705,2,1.0,7.155396301896734,9.433563920090563,1.0,0,0,3,7,6.966967138613983,5.3981627015177525,1951,0,122063,52.7133,-114.427,7.2868764117507,9.785379464055799,2,80,12.546113507028412
13323,6762827979,42705,3,2.5,7.496097345175956,9.070848393157585,2.0,0,0,3,8,7.496097345175956,0.0,1987,0,122018,52.5415,-114.59,7.479299637782834,9.03491498187007,2,64,12.54254845357358
13324,6762827980,42705,3,1.0,6.846943139585379,8.97638862194537,1.0,0,0,3,6,6.846943139585379,0.0,1948,0,122014,52.9957,-114.511,6.846943139585379,8.97638862194537,1,68,12.54254845357358
13325,6762828432,42705,5,1.5,7.565793282428515,8.920121751872404,2.0,0,0,3,7,7.565793282428515,0.0,1966,0,122046,52.6803,-114.347,7.300472814267799,8.949754525186103,1,64,12.506180941677357
13326,6762828433,42705,3,2.5,7.479299637782834,8.900685318713995,2.0,0,0,3,7,7.479299637782834,0.0,1996,0,122065,52.5939,-114.375,7.479299637782834,8.902455592206882,3,59,12.506180941677357
13328,6762828850,42705,3,1.75,7.444833273892193,8.764209507142004,1.0,0,0,4,7,7.123672785204607,6.154858094016418,1976,0,122018,52.5336,-114.567,7.3783837129967145,8.764209507142004,3,78,12.468440756144114
13329,6762828941,42705,3,1.75,6.947937068614969,8.639587799629844,1.0,0,0,5,6,6.947937068614969,0.0,1951,0,122063,52.7411,-114.446,7.1631723908466425,8.639587799629844,1,75,12.460718739865236
13330,6762829270,42705,3,2.0,7.293697720601438,7.930925372483388,2.0,0,0,3,6,7.293697720601438,0.0,2003,0,122024,52.579,-114.214,7.215975002651466,8.009363076630045,2,57,12.429220196836383
13331,6762829364,42705,3,1.0,7.469083884921234,9.590624414887088,2.0,0,2,3,8,7.469083884921234,0.0,2005,0,122066,52.6055,-114.468,7.496097345175956,9.105090961257085,2,78,12.425212191503038
13332,6762829543,42705,3,1.5,7.215975002651466,9.208438564686587,1.0,0,0,4,7,7.215975002651466,0.0,1966,0,122067,52.6443,-114.396,7.215975002651466,9.18512512283512,2,62,12.408609326231229
13333,6762829895,42705,2,2.0,7.0909098220799835,8.195609567288775,2.0,0,0,3,6,7.0909098220799835,0.0,2003,0,122024,52.579,-114.215,7.215975002651466,7.898782356970309,1,64,12.36308066783498
13335,6762829912,42705,3,1.5,6.814542897259958,8.54110501146255,1.0,0,0,3,6,6.814542897259958,0.0,1973,0,122034,52.7538,-114.546,7.252053951852814,8.543445562560303,3,54,12.358368749551493
13337,6762830079,42705,3,1.0,6.90875477931522,9.703633190449867,1.0,0,0,3,7,6.90875477931522,0.0,1959,0,122015,52.7125,-114.298,7.259116128097101,9.692334329073471,3,63,12.337105293891872
13338,6762830349,42705,3,1.0,6.878326468291325,8.960724500330858,1.0,0,0,3,6,6.878326468291325,0.0,1967,0,122040,52.5465,-114.515,7.048386408721883,9.007121989469242,2,69,12.296831574998258
13339,6762830578,42705,4,2.0,7.327123292259293,8.728264161496178,1.5,0,0,5,6,7.327123292259293,0.0,1920,0,122068,52.4405,-114.179,7.237778191923443,8.5956346177228,1,51,12.25486757159303
13340,6762830579,42705,3,2.0,7.273092595999522,9.221478116386638,1.0,0,0,3,7,7.273092595999522,0.0,1963,0,122039,52.575,-114.473,7.365812837209472,9.23024103368252,2,70,12.25486757159303
13341,6762830616,42705,3,1.0,7.193685818395112,8.839421607620602,1.0,0,0,3,7,7.193685818395112,0.0,1976,0,122018,52.5333,-114.571,7.333676395657684,8.853808274977197,2,76,12.250094315624496
13342,6762831501,42705,3,1.0,7.327123292259293,9.042040056544483,1.0,0,0,2,6,7.02197642307216,5.993961427306569,1961,0,122018,52.558,-114.527,7.186144304522325,9.042040056544483,3,62,11.813037464800539
13345,6762810351,42706,5,3.5,8.491054533806542,8.94910546953925,2.5,0,3,5,10,8.202756381655638,7.107425474110705,1929,0,122054,52.8132,-114.48,8.0774471493312,8.94910546953925,2,71,14.36939624590319
13346,6762810362,42706,5,3.0,8.364275084991524,9.746892220313054,1.0,0,3,3,9,7.816416983691801,7.501634457883413,1972,2007,122057,52.7773,-114.401,8.174984532943087,9.740321354781914,3,53,14.352004513273993
13347,6762811151,42706,5,3.75,8.45553053102413,9.327056171672144,2.0,0,0,3,10,7.983098940710892,7.479299637782834,2006,0,122010,52.8924,-114.387,8.064950891749143,9.483492392643639,1,59,13.946539697563276
13348,6762811563,42706,4,2.5,7.930565854233965,9.257319373170178,1.0,0,3,3,7,7.237778191923443,7.237778191923443,1967,0,122010,52.8897,-114.394,7.95892649305011,9.259796980688776,3,62,13.805461232211272
13350,6762812077,42706,3,2.5,7.749753406274437,8.517393171418904,2.0,0,0,3,8,7.390798521735676,6.55250788703459,1907,1993,122047,52.8578,-114.482,7.6783263565068856,8.517393171418904,2,71,13.710151153416941
13351,6762812345,42706,6,2.75,8.160803920954665,8.546946149565585,2.0,0,0,5,8,7.796057974316123,6.976348070447749,1909,0,122007,52.9142,-114.553,7.266128779556451,8.258681496264236,2,51,13.670485941982712
13352,6762812630,42706,3,1.75,7.307202314764738,8.253488028345904,2.0,0,0,3,8,7.307202314764738,0.0,1984,2014,122010,52.9216,-114.404,8.146419323098003,9.04793908261736,2,72,13.635188201437066
13353,6762812699,42706,3,2.5,7.501634457883413,8.881975184248867,1.0,0,0,5,7,7.1785454837637,6.2166061010848646,1960,0,122010,52.9185,-114.401,7.62608275807238,8.881975184248867,3,56,13.62616559469184
13354,6762812884,42706,4,3.5,8.152198015861787,8.908829791587868,2.0,0,3,3,8,7.83241092718792,6.85751406254539,1979,0,122022,52.9446,-114.469,7.766840537085513,9.263122557415151,2,51,13.60479076121576
13355,6762813467,42706,3,1.75,7.67368812926773,7.8351837552667485,2.0,0,0,4,8,7.244941546337007,6.621405651764134,1906,0,122028,52.8929,-114.519,7.384610383176974,8.20631072579402,2,64,13.54370314700388
13356,6762813831,42706,3,1.75,7.327123292259293,8.612685172875459,1.5,0,0,5,7,7.327123292259293,0.0,1936,0,122009,52.8139,-114.573,7.745435610274381,8.612685172875459,1,64,13.511700458595241
13357,6762814095,42706,3,1.5,7.687538766201629,8.517393171418904,1.0,0,3,4,8,6.994849985833071,6.994849985833071,1941,0,122009,52.8087,-114.592,7.635786861395585,8.517393171418904,3,51,13.487007879880162
13358,6762814383,42706,4,2.5,7.890956716138919,8.365905077202456,2.0,0,0,3,8,7.611347717403621,6.481577129276431,2005,0,122006,52.9255,-114.479,7.450660796211539,8.71948076085107,2,67,13.45883704259595
13359,6762814830,42706,4,2.5,7.979681302387741,8.699681400989514,2.0,0,4,3,9,7.979681302387741,0.0,2004,0,122008,52.7633,-114.049,8.03947991910045,8.699848026000312,2,63,13.42246945133505
13360,6762814910,42706,3,2.25,8.114025442356757,9.53285855926342,1.0,0,0,3,8,8.114025442356757,0.0,1950,1992,122014,52.974,-114.482,7.630946580890459,9.417760962825156,3,62,13.415034483903348
13361,6762815206,42706,3,2.25,7.7102051944325325,9.3789010135201,1.0,0,0,5,8,7.396948602621014,6.398594934535208,1974,0,122027,52.793,-114.368,7.692113339595466,9.248117736310213,1,52,13.388491319573715
13362,6762815914,42706,3,1.75,7.621195162809845,8.295548516225763,1.5,0,0,4,8,7.462214939768189,5.707110264748875,1930,0,122007,52.9185,-114.57,7.2305631534092925,8.295548516225763,3,53,13.3374763699232
13363,6762816259,42706,2,1.0,7.293697720601438,8.76389700713946,1.0,0,0,4,7,6.878326468291325,6.2166061010848646,1941,0,122004,52.9016,-114.469,7.576097340623111,8.76389700713946,3,53,13.308014385419147
13364,6762816265,42706,2,2.0,7.415175109613295,8.556606193773073,1.0,0,0,5,7,7.02197642307216,6.293419278846481,1906,0,122028,52.9171,-114.524,7.13966033596492,8.548885638148727,2,80,13.306601429880004
13367,6762817365,42706,5,2.5,7.787796878181171,9.10063710688422,1.0,0,0,5,7,7.3783837129967145,6.698268054115413,1978,0,122017,52.9672,-114.39,7.787796878181171,9.351405812254786,2,71,13.235693848424024
13369,6762818485,42706,4,2.25,7.365812837209472,8.896724917497897,1.0,0,0,3,8,7.057036981697891,6.042632833682381,1973,0,122012,52.799,-114.276,7.611347717403621,8.917176635955164,2,66,13.171155446333852
13370,6762818578,42706,3,2.5,7.650168700845001,9.420520256898534,2.0,0,0,3,9,7.650168700845001,0.0,1997,0,122021,52.9712,-114.358,7.749753406274437,8.741615924228828,1,54,13.165233193705545
13372,6762818765,42706,4,2.5,7.937731775260109,9.969790141790192,2.0,0,0,3,8,7.937731775260109,0.0,2003,0,122058,53.006,-114.436,7.53955882930103,9.141740280483926,3,58,13.151924121391561
13374,6762819065,42706,2,1.75,7.501634457883413,8.925853190420922,1.0,0,0,3,8,7.065613363597717,6.46302945692067,1962,1980,122012,52.7995,-114.277,7.645397699428633,8.925853190420922,1,74,13.124363376072994
13376,6762819159,42706,3,1.75,7.496097345175956,8.881836305004146,1.0,0,0,3,7,7.170888478512505,6.2166061010848646,1972,0,122022,52.9564,-114.497,7.496097345175956,8.999742789830492,1,64,13.122365377402328
13377,6762819334,42706,2,1.0,7.259116128097101,8.441607204459642,2.0,0,0,4,7,7.259116128097101,0.0,1941,1973,122006,52.91,-114.494,7.501634457883413,8.441607204459642,1,59,13.114333221834064
13378,6762819741,42706,2,1.0,6.85751406254539,8.284251797621916,1.0,0,0,3,7,6.85751406254539,0.0,1941,0,122028,52.9185,-114.527,7.186144304522325,8.30671904320269,3,67,13.085701467719382
13379,6762820045,42706,3,2.25,7.523481312573497,7.853993087224244,2.0,0,0,3,9,7.523481312573497,0.0,2013,0,122051,52.7825,-114.463,6.985641817639208,8.323851131338817,1,69,13.0709669198009
13380,6762820057,42706,2,1.0,6.994849985833071,8.058643712215618,1.0,0,0,3,7,6.734591659972948,5.5254529391317835,1926,0,122061,52.8685,-114.534,6.976348070447749,8.058643712215618,1,79,13.06896471037963
13381,6762820103,42706,4,1.75,7.473637108496206,8.657129031713755,1.0,0,2,5,7,6.976348070447749,6.53813982376767,1962,0,122064,52.7821,-114.563,7.528869256642251,8.657129031713755,1,75,13.062615496138552
13382,6762820647,42706,4,2.5,7.941651252930556,8.889032571874742,2.0,0,0,3,9,7.941651252930556,0.0,2009,0,122024,52.5986,-114.248,8.019941687677365,8.888894669371593,1,58,13.02805489573287
13383,6762821105,42706,3,2.5,7.897668150726906,9.993511055183717,2.0,0,0,3,8,7.897668150726906,0.0,1994,0,122041,52.8762,-114.094,7.771067086065406,9.988839219635631,2,52,13.005831808336863
13384,6762821279,42706,3,2.0,7.409136443920128,8.765458531504226,2.0,0,0,4,8,7.409136443920128,0.0,1977,0,122005,52.8938,-114.318,7.467942332285852,8.764521909518802,1,60,12.994532278619134
13385,6762821400,42706,2,1.0,6.898714534329988,8.045908742270779,1.0,0,2,5,7,6.673297967767654,5.303304908059076,1907,0,122028,52.91,-114.543,7.565793282428515,8.045908742270779,1,55,12.988834270491479
13386,6762821509,42706,4,2.25,7.596392304064196,9.053569596026234,2.0,0,0,3,8,7.596392304064196,0.0,1973,0,122010,52.897,-114.368,7.749753406274437,9.096835671179361,3,70,12.983103608918753
13387,6762821688,42706,3,2.25,7.5126175446745105,8.773539383558166,1.0,0,0,3,8,7.244941546337007,6.066108090103747,1976,0,122021,52.9712,-114.278,7.5126175446745105,9.755625391793744,3,58,12.971542813248437
13388,6762822426,42706,3,2.5,7.701200180857446,8.853808274977197,2.0,0,0,4,8,7.701200180857446,0.0,1985,0,122046,52.6677,-114.322,7.72356247227797,8.885302512980633,2,74,12.928781055513184
13389,6762822557,42706,3,1.75,7.273092595999522,9.112286431500795,1.0,0,0,4,8,7.273092595999522,0.0,1972,0,122038,52.9463,-114.523,7.596392304064196,9.08398318309966,1,68,12.921472880009725
